zone_id,week,zone_type,population_density,vehicle_density,congestion,average_speed,congestion_trend_4w,actual_incident,predicted_risk_probability,model_name,risk_score,population_exposure_score,vehicle_exposure_score,temporal_trend_score,priority_score,priority_rank,priority_level,location_name,city,latitude,longitude
Zone_40,49,University_District,7930,49.42,75.47,31.77,3.249,1,0.8903,Random Forest Classifier,89.03,47.194482362238666,58.011503697617094,66.16191030867792,68.93720787638478,33,HIGH,Velachery,Chennai,12.9815,80.218
Zone_40,50,University_District,7930,42.31,68.86,33.8,9.844,1,0.8918,Random Forest Classifier,89.18,47.194482362238666,49.665453691747864,91.76858862356822,71.16899962244447,30,HIGH,Velachery,Chennai,12.9815,80.218
Zone_40,51,University_District,7930,40.06,41.72,56.03,5.664,1,0.5831,Random Forest Classifier,58.309999999999995,47.194482362238666,47.02429862659937,75.53873034362259,55.858289867422926,60,HIGH,Velachery,Chennai,12.9815,80.218
Zone_40,52,University_District,7930,42.57,67.03,35.51,-10.75,1,0.8703,Random Forest Classifier,87.03,47.194482362238666,49.970653832609464,11.807416035721218,58.37586376243974,53,HIGH,Velachery,Chennai,12.9815,80.218
Zone_41,47,Highway_Junction,2549,26.46,51.6,41.09,1.784,1,0.7387,Random Forest Classifier,73.87,8.535095912062648,31.059983566146265,60.473694428266356,46.96482485548487,107,MODERATE,Adyar,Chennai,13.0063,80.2574
Zone_41,48,Highway_Junction,2549,28.34,50.47,39.77,1.284,0,0.7756,Random Forest Classifier,77.56,8.535095912062648,33.26681535391478,58.53232382061735,48.59098562189122,98,MODERATE,Adyar,Chennai,13.0063,80.2574
Zone_41,49,Highway_Junction,2549,27.86,51.16,42.91,0.791,1,0.7228,Random Forest Classifier,72.28,8.535095912062648,32.70336894001644,56.61813240147544,46.07916762624026,115,MODERATE,Adyar,Chennai,13.0063,80.2574
Zone_41,50,Highway_Junction,2549,26.14,28.67,58.92,4.099,0,0.3918,Random Forest Classifier,39.18,8.535095912062648,30.68435262354737,69.46224034168122,34.36198055397732,189,LOW,Adyar,Chennai,13.0063,80.2574
Zone_41,51,Highway_Junction,2549,24.99,29.16,55.39,-6.81,1,0.3561,Random Forest Classifier,35.61,8.535095912062648,29.33442892358258,27.105416423995344,26.310472226331477,221,LOW,Adyar,Chennai,13.0063,80.2574
Zone_41,52,Highway_Junction,2549,23.96,37.46,44.94,-8.642,0,0.607,Random Forest Classifier,60.699999999999996,8.535095912062648,28.125366827092385,19.992234517569404,35.037682521069556,184,MODERATE,Adyar,Chennai,13.0063,80.2574
Zone_42,47,University_District,7369,36.0,32.39,59.69,1.768,1,0.391,Random Forest Classifier,39.1,43.16402040376464,42.25848104237587,60.41157056882158,43.94443689473957,131,MODERATE,Guindy,Chennai,13.0067,80.2206
Zone_42,48,University_District,7369,33.27,24.01,58.88,2.043,0,0.3209,Random Forest Classifier,32.09,43.16402040376464,39.05387956332903,61.479324403028535,40.65967967406125,145,MODERATE,Guindy,Chennai,13.0067,80.2206
Zone_42,49,University_District,7369,28.24,24.21,59.73,-1.514,1,0.3102,Random Forest Classifier,31.019999999999996,43.16402040376464,33.14943068435262,47.66841390021355,36.979153322843715,162,MODERATE,Guindy,Chennai,13.0067,80.2206
Zone_42,50,University_District,7369,43.34,46.98,47.34,-2.407,1,0.6402,Random Forest Classifier,64.02,43.16402040376464,50.874515788238064,44.201125994952434,53.20407715783164,67,MODERATE,Guindy,Chennai,13.0067,80.2206
Zone_42,51,University_District,7369,34.72,29.69,57.48,4.397,0,0.3536,Random Forest Classifier,35.36,43.16402040376464,40.75595727198028,70.61929722384004,43.67909113891322,133,MODERATE,Guindy,Chennai,13.0067,80.2206
Zone_42,52,University_District,7369,39.88,41.53,53.87,3.981,0,0.4792,Random Forest Classifier,47.92,43.16402040376464,46.8130062213875,69.00407687827605,49.67221787696007,89,MODERATE,Guindy,Chennai,13.0067,80.2206
Zone_43,47,Commercial_Downtown,3988,26.13,17.64,60.27,1.69,0,0.1687,Random Forest Classifier,16.869999999999997,18.873482290394424,30.67261415659115,60.108716754028336,26.617200917021087,219,LOW,Tambaram,Chennai,12.9249,80.1
Zone_43,48,Commercial_Downtown,3988,26.29,14.02,62.05,4.295,0,0.1662,Random Forest Classifier,16.619999999999997,18.873482290394424,30.860429627890596,70.22325761987962,28.071945141158665,212,LOW,Tambaram,Chennai,12.9249,80.1
Zone_43,49,Commercial_Downtown,3988,17.46,8.26,67.82,1.95,0,0.1031,Random Forest Classifier,10.31,18.873482290394424,20.495363305552296,61.118229470005815,22.109177654209937,245,LOW,Tambaram,Chennai,12.9249,80.1
Zone_43,50,Commercial_Downtown,3988,19.72,6.33,62.51,-2.888,0,0.1823,Random Forest Classifier,18.23,18.873482290394424,23.148256837657,42.333527470394095,22.990051060689122,236,LOW,Tambaram,Chennai,12.9249,80.1
Zone_43,51,Commercial_Downtown,3988,17.48,9.49,64.55,-3.969,0,0.1884,Random Forest Classifier,18.84,18.873482290394424,20.518840239464726,38.13628421665696,22.078581252990094,246,LOW,Tambaram,Chennai,12.9249,80.1
Zone_43,52,Commercial_Downtown,3988,20.74,11.67,63.41,-1.552,0,0.1911,Random Forest Classifier,19.11,18.873482290394424,24.345580467190985,47.520869734032225,24.35961712614164,229,LOW,Tambaram,Chennai,12.9249,80.1
Zone_44,47,Suburban_LowDensity,3720,1.48,7.78,59.75,-2.292,0,0.1878,Random Forest Classifier,18.78,16.948056613262448,1.737293109519897,44.647641234711706,18.793618960426347,275,LOW,Porur,Chennai,13.0358,80.156
Zone_44,48,Suburban_LowDensity,3720,7.01,9.19,64.33,0.058,0,0.1638,Random Forest Classifier,16.38,16.948056613262448,8.228665336307078,53.772083090662,20.50055968417633,260,LOW,Porur,Chennai,13.0358,80.156
Zone_44,49,Suburban_LowDensity,3720,11.09,8.15,63.69,1.677,0,0.15,Random Forest Classifier,15.0,16.948056613262448,13.01795985444301,60.05824111822946,21.849342291938633,249,LOW,Porur,Chennai,13.0358,80.156
Zone_44,50,Suburban_LowDensity,3720,8.11,7.84,63.05,1.17,0,0.1604,Random Forest Classifier,16.04,16.948056613262448,9.519896701490785,58.08969132207338,21.270447191924777,255,LOW,Porur,Chennai,13.0358,80.156
Zone_44,51,Suburban_LowDensity,3720,4.93,8.96,62.88,-0.086,0,0.1544,Random Forest Classifier,15.440000000000001,16.948056613262448,5.78706420941425,53.212968355659086,19.552372248547325,269,LOW,Porur,Chennai,13.0358,80.156
Zone_44,52,Suburban_LowDensity,3720,5.82,5.68,55.27,-0.1,0,0.1322,Random Forest Classifier,13.22,16.948056613262448,6.831787768517432,53.15860997864492,18.86516320381584,273,LOW,Porur,Chennai,13.0358,80.156
Zone_45,47,Highway_Junction,2987,35.93,15.79,61.15,-1.546,0,0.2023,Random Forest Classifier,20.23,11.68187369782312,42.17631177368236,47.544166181324016,26.579355706390853,220,LOW,Mylapore,Chennai,13.0339,80.2676
Zone_45,48,Highway_Junction,2987,34.84,15.68,63.88,0.049,0,0.2149,Random Forest Classifier,21.490000000000002,11.68187369782312,40.89681887545487,53.73713841972432,27.756402962505405,216,LOW,Mylapore,Chennai,13.0339,80.2676
Zone_45,49,Highway_Junction,2987,37.36,22.32,59.16,0.824,0,0.279,Random Forest Classifier,27.900000000000002,11.68187369782312,43.854912548421176,56.74626286158026,31.363390363377057,201,LOW,Mylapore,Chennai,13.0339,80.2676
Zone_45,50,Highway_Junction,2987,43.28,22.47,59.41,0.874,0,0.3144,Random Forest Classifier,31.44,11.68187369782312,50.80408498650076,56.94039992234517,34.198345410107706,191,LOW,Mylapore,Chennai,13.0339,80.2676
Zone_45,51,Highway_Junction,2987,33.0,19.08,63.39,2.668,0,0.1757,Random Forest Classifier,17.57,11.68187369782312,38.736940955511216,63.906037662589775,27.28176226494649,218,LOW,Mylapore,Chennai,13.0339,80.2676
Zone_45,52,Highway_Junction,2987,35.42,25.82,48.83,1.035,1,0.3973,Random Forest Classifier,39.73,11.68187369782312,41.577649958915366,57.56552125800815,35.762826604940074,176,MODERATE,Mylapore,Chennai,13.0339,80.2676
Zone_46,47,University_District,8049,19.91,20.41,61.51,-1.423,0,0.2368,Random Forest Classifier,23.68,48.049428838278615,23.371287709825097,48.021743350805664,33.36187625415552,196,LOW,Nungambakkam,Chennai,13.0569,80.2425
Zone_46,48,University_District,8049,23.63,19.9,60.91,-2.086,0,0.2552,Random Forest Classifier,25.52,48.049428838278615,27.73799741753727,45.44748592506309,34.585079581836574,188,LOW,Nungambakkam,Chennai,13.0569,80.2425
Zone_46,49,University_District,8049,26.73,37.85,46.33,-1.126,0,0.4826,Random Forest Classifier,48.26,48.049428838278615,31.376922173964083,49.17491749174918,44.96797926812485,125,MODERATE,Nungambakkam,Chennai,13.0569,80.2425
Zone_46,50,University_District,8049,26.45,19.59,63.57,5.763,0,0.2036,Random Forest Classifier,20.36,48.049428838278615,31.048245099190048,75.9231217239371,37.75447448799823,159,MODERATE,Nungambakkam,Chennai,13.0569,80.2425
Zone_46,51,University_District,8049,32.66,51.81,42.25,1.549,1,0.6396,Random Forest Classifier,63.959999999999994,48.049428838278615,38.33783307899988,59.56125024267131,54.19811136177033,65,MODERATE,Nungambakkam,Chennai,13.0569,80.2425
Zone_46,52,University_District,8049,27.14,25.59,59.78,7.747,0,0.2352,Random Forest Classifier,23.52,48.049428838278615,31.858199319168918,83.62648029508833,40.335969117666686,147,MODERATE,Nungambakkam,Chennai,13.0569,80.2425
Zone_47,47,University_District,8056,33.86,27.95,59.23,-0.199,0,0.3391,Random Forest Classifier,33.910000000000004,48.09971980745743,39.74644911374575,52.774218598330414,41.45435256436307,138,MODERATE,Perambur,Chennai,13.1167,80.2333
Zone_47,48,University_District,8056,28.64,24.2,60.83,-0.463,0,0.285,Random Forest Classifier,28.499999999999996,48.09971980745743,33.61896936260125,51.74917491749175,37.91110006200837,157,MODERATE,Perambur,Chennai,13.1167,80.2333
Zone_47,49,University_District,8056,35.09,41.44,47.77,0.51,0,0.5791,Random Forest Classifier,57.91,48.09971980745743,41.19028054936026,55.5270821199767,51.75604837973292,76,MODERATE,Perambur,Chennai,13.1167,80.2333
Zone_47,50,University_District,8056,39.23,33.86,57.24,4.428,1,0.3424,Random Forest Classifier,34.239999999999995,48.09971980745743,46.05000586923347,70.73966220151426,45.5418804559382,119,MODERATE,Perambur,Chennai,13.1167,80.2333
Zone_47,51,University_District,8056,35.78,32.99,58.05,3.497,1,0.3753,Random Forest Classifier,37.53,48.09971980745743,42.00023476933913,67.12483013007183,45.50570142524296,120,MODERATE,Perambur,Chennai,13.1167,80.2333
Zone_47,52,University_District,8056,37.7,32.44,56.53,1.879,0,0.3759,Random Forest Classifier,37.59,48.09971980745743,44.25402042493251,60.84255484371967,45.03811726340881,123,MODERATE,Perambur,Chennai,13.1167,80.2333
Zone_48,47,Industrial_Corridor,3999,16.04,9.11,61.5,0.413,0,0.1173,Random Forest Classifier,11.73,18.952510956246858,18.82850099776969,55.15045622209279,21.468396371929572,251,LOW,Ambattur,Chennai,13.1143,80.1486
Zone_48,48,Industrial_Corridor,3999,12.89,11.01,64.31,0.26,0,0.1352,Random Forest Classifier,13.52,18.952510956246858,15.130883906561804,54.556396816152194,21.355764042796906,252,LOW,Ambattur,Chennai,13.1143,80.1486
Zone_48,49,Industrial_Corridor,3999,11.49,9.29,55.81,-0.052,0,0.1794,Random Forest Classifier,17.94,18.952510956246858,13.48749853269163,53.34498155697922,22.613374679146926,241,LOW,Ambattur,Chennai,13.1143,80.1486
Zone_48,50,Industrial_Corridor,3999,18.02,15.95,62.48,-1.172,0,0.1813,Random Forest Classifier,18.13,18.952510956246858,21.152717455100365,48.99631139584546,23.570117939458605,234,LOW,Ambattur,Chennai,13.1143,80.1486
Zone_48,51,Industrial_Corridor,3999,22.46,20.14,51.24,1.88,1,0.2451,Random Forest Classifier,24.51,18.952510956246858,26.364596783660055,60.846437584934954,28.94201273353397,209,LOW,Ambattur,Chennai,13.1143,80.1486
Zone_48,52,Industrial_Corridor,3999,19.45,13.8,51.44,3.405,0,0.2233,Random Forest Classifier,22.33,18.952510956246858,22.83131822983918,66.76761793826441,28.251534075769214,211,LOW,Ambattur,Chennai,13.1143,80.1486
Zone_49,47,University_District,11539,60.18,64.98,45.61,-1.028,0,0.7404,Random Forest Classifier,74.03999999999999,73.12306918600474,70.64209414250499,49.555426130848375,69.45850004462943,32,HIGH,Sholinganallur,Chennai,12.901,80.2279
Zone_49,48,University_District,11539,56.18,60.58,43.61,-4.359,0,0.639,Random Forest Classifier,63.9,73.12306918600474,65.94670736001879,36.62201514269074,62.52341103990856,46,HIGH,Sholinganallur,Chennai,12.901,80.2279
Zone_49,49,University_District,11539,59.38,88.29,26.8,3.393,1,0.9328,Random Forest Classifier,93.28,73.12306918600474,69.70301678600775,66.72102504368084,79.54152441025488,20,CRITICAL,Sholinganallur,Chennai,12.901,80.2279
Zone_49,50,University_District,11539,60.01,85.31,24.82,10.972,1,0.9128,Random Forest Classifier,91.28,73.12306918600474,70.44254020424933,96.14832071442436,83.3035234445147,12,CRITICAL,Sholinganallur,Chennai,12.901,80.2279
Zone_49,51,University_District,11539,64.53,96.49,20.52,8.87,1,0.9339,Random Forest Classifier,93.39,73.12306918600474,75.74832726845874,87.98679867986799,83.98445255217314,9,CRITICAL,Sholinganallur,Chennai,12.901,80.2279
Zone_49,52,University_District,11539,60.12,86.92,22.94,10.475,1,0.9615,Random Forest Classifier,96.15,73.12306918600474,70.5716633407677,94.21859833042127,84.98788971421791,7,CRITICAL,Sholinganallur,Chennai,12.901,80.2279
Zone_50,47,University_District,11592,85.19,80.7,36.7,3.926,1,0.8703,Random Forest Classifier,87.03,73.5038436669301,100.0,68.79052611143466,83.50653983344772,11,CRITICAL,Egmore,Chennai,13.0732,80.2609
Zone_50,48,University_District,11592,77.84,69.03,43.06,5.301,1,0.7321,Random Forest Classifier,73.21,73.5038436669301,91.3722267871816,74.12929528246941,77.05380056653927,24,CRITICAL,Egmore,Chennai,13.0732,80.2609
Zone_50,49,University_District,11592,83.61,77.52,35.63,1.927,1,0.8196,Random Forest Classifier,81.96,73.5038436669301,98.14532222091795,61.028926422053964,79.9433643242242,19,CRITICAL,Egmore,Chennai,13.0732,80.2609
Zone_50,50,University_District,11592,75.18,69.63,45.05,-0.561,1,0.7646,Random Forest Classifier,76.46,73.5038436669301,88.24979457682828,51.36866627839254,74.31521977385707,28,HIGH,Egmore,Chennai,13.0732,80.2609
Zone_50,51,University_District,11592,79.06,100.0,14.07,-2.472,1,0.9343,Random Forest Classifier,93.43,73.5038436669301,92.8043197558399,43.948747815958065,80.90113704029422,14,CRITICAL,Egmore,Chennai,13.0732,80.2609
Zone_50,52,University_District,11592,70.44,64.17,42.1,8.502,1,0.7328,Random Forest Classifier,73.28,73.5038436669301,82.6857612395821,86.5579499126383,77.2088056515447,23,CRITICAL,Egmore,Chennai,13.0732,80.2609
